Unique Store_ID,Unique Product_ID,23.11.2019,30.11.2019,07.12.2019,14.12.2019,21.12.2019,28.12.2019,04.01.2020,11.01.2020,18.01.2020,25.01.2020,01.02.2020,08.02.2020,15.02.2020
Store 21,Product 376,15,15,15,14,14,13,13,13,13,11,11,9,7
Store 21,Product 374,12,12,12,12,12,11,11,11,11,9,9,9,9
Store 21,Product 368,20,20,20,20,20,20,20,19,19,19,17,15,15
Store 21,Product 377,13,13,13,13,13,13,13,13,13,13,13,13,9
Store 21,Product 375,11,11,9,9,9,9,9,9,9,9,9,9,9
Store 21,Product 395,8,8,8,7,7,7,7,7,7,7,7,7,7
Store 21,Product 396,3,3,3,3,3,3,3,3,3,3,3,13,13
Store 21,Product 382,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 21,Product 384,8,8,8,8,8,8,8,8,8,8,8,8,8
Store 21,Product 381,10,10,10,10,10,10,10,10,10,10,10,10,10
Store 21,Product 397,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 21,Product 379,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 21,Product 411,5,5,4,5,2,0,0,8,5,7,-1,-5,13
Store 21,Product 977,19,19,16,11,3,0,0,0,0,0,0,0,0
Store 21,Product 689,4,4,3,3,3,3,2,3,3,1,3,1,1
Store 21,Product 701,3,3,3,3,3,3,3,3,3,3,3,-1,3
Store 21,Product 968,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 21,Product 966,10,6,9,9,7,8,12,12,27,25,23,23,23
Store 21,Product 971,7,7,7,7,6,8,8,7,7,7,7,7,35
Store 21,Product 685,5,4,4,4,4,4,4,3,2,2,-2,-2,-2
Store 21,Product 751,0,0,0,0,0,0,3,3,2,2,-2,4,4
Store 21,Product 707,0,0,0,0,0,0,3,3,3,3,3,5,3
Store 21,Product 933,27,23,20,20,20,18,17,17,16,16,28,26,22
Store 21,Product 800,7,4,4,4,3,3,3,3,2,4,4,4,4
Store 21,Product 817,7,7,6,6,1,2,3,3,2,4,4,4,4
Store 21,Product 879,6,2,6,5,3,3,3,3,4,4,2,0,4
Store 21,Product 796,6,5,5,5,4,3,3,3,3,3,3,3,-1
Store 21,Product 898,9,8,7,6,4,4,4,4,3,3,1,3,3
Store 21,Product 742,3,4,3,3,3,3,3,3,1,7,7,3,5
Store 21,Product 682,0,0,0,0,0,0,4,4,4,5,5,3,1
Store 21,Product 693,0,0,0,0,0,0,4,4,4,4,4,4,0
Store 21,Product 690,0,0,0,0,0,0,4,4,4,4,4,2,2
Store 21,Product 687,0,0,0,0,0,0,4,4,4,2,2,2,2
Store 21,Product 681,0,0,0,0,0,0,4,4,4,2,0,-2,-4
Store 21,Product 686,0,0,0,0,0,0,4,4,4,4,4,0,-2
Store 21,Product 910,0,0,0,0,0,0,4,4,4,4,4,4,4
Store 21,Product 683,0,0,0,0,0,0,4,4,4,2,2,-4,-4
Store 21,Product 802,9,8,18,13,10,10,6,8,10,13,7,57,51
Store 21,Product 922,0,0,0,0,0,0,4,4,4,4,4,2,4
Store 21,Product 946,0,0,0,0,0,0,4,4,4,4,4,4,4
Store 21,Product 940,0,0,0,0,0,0,4,4,4,4,4,4,4
Store 21,Product 901,0,0,0,0,0,0,3,3,3,3,3,3,1
Store 21,Product 733,0,0,0,0,0,0,0,4,19,27,45,41,23
Store 21,Product 954,0,0,0,0,0,0,3,3,3,6,4,4,4
Store 22,Product 598,6,6,5,4,4,3,4,4,4,4,4,0,4
Store 22,Product 590,3,2,3,1,4,3,3,3,2,2,18,16,12
Store 22,Product 305,8,6,6,2,7,7,4,10,7,3,13,13,13
Store 22,Product 312,6,6,6,6,6,6,6,6,6,6,6,6,6
Store 22,Product 292,6,6,6,6,6,6,6,6,6,6,6,6,6
Store 22,Product 658,8,8,7,5,11,9,8,5,8,8,4,-6,2
Store 22,Product 588,28,25,11,15,18,11,12,13,15,7,9,-15,9
Store 22,Product 621,4,13,19,16,11,3,0,3,4,2,4,2,4
Store 22,Product 558,1,4,4,4,1,2,3,0,2,1,5,3,1
Store 22,Product 526,2,1,3,2,3,2,1,3,2,5,5,3,5
Store 22,Product 599,2,2,2,2,2,1,2,2,1,6,4,4,4
Store 22,Product 662,3,3,3,3,3,2,2,1,2,3,1,5,5
Store 22,Product 642,10,10,8,13,11,4,9,8,10,30,16,0,8
Store 22,Product 728,15,11,18,14,8,5,11,10,2,17,23,27,23
Store 22,Product 744,12,9,7,9,13,10,6,6,5,2,16,8,18
Store 22,Product 735,22,32,22,23,20,18,20,23,20,11,19,13,19
Store 22,Product 704,32,24,19,14,26,8,17,5,12,49,29,43,23
Store 22,Product 706,5,3,5,6,5,6,3,0,3,11,5,15,5
Store 22,Product 702,161,134,141,148,166,137,152,147,156,172,224,156,198
Store 22,Product 644,10,12,10,8,5,4,4,13,6,18,10,4,14
Store 22,Product 567,16,12,11,7,13,8,8,10,9,28,16,8,18
Store 22,Product 632,10,8,8,6,6,5,9,7,7,3,3,5,7
Store 22,Product 648,10,10,7,5,8,4,3,8,5,7,1,-1,7
Store 22,Product 650,12,9,6,7,11,9,3,7,11,3,-1,5,1
Store 22,Product 518,2,4,5,3,6,3,2,3,3,-3,-3,3,17
Store 22,Product 430,17,16,8,19,12,18,14,12,14,20,8,28,8
Store 22,Product 296,6,5,4,4,4,4,0,3,2,3,3,5,3
Store 22,Product 441,13,11,8,4,9,7,7,7,7,7,3,3,5
Store 22,Product 259,9,7,11,9,8,6,9,8,3,13,11,7,3
Store 22,Product 278,2,0,5,4,4,4,2,0,6,1,-1,-1,-1
Store 22,Product 628,6,6,4,7,4,1,7,3,6,6,6,6,18
Store 22,Product 594,4,2,2,5,4,4,3,3,2,0,4,2,4
Store 22,Product 815,12,14,18,15,8,10,7,16,12,4,0,8,10
Store 22,Product 767,13,10,9,17,15,10,11,8,8,3,-5,3,1
Store 22,Product 789,14,0,8,9,8,12,15,13,8,9,33,21,15
Store 22,Product 758,10,5,7,14,8,8,7,6,7,6,20,0,-2
Store 22,Product 699,7,3,4,7,6,5,6,5,0,6,10,8,8
Store 22,Product 424,6,10,9,6,3,6,5,5,4,3,3,5,3
Store 22,Product 527,2,2,1,3,2,2,2,2,1,3,3,3,3
Store 22,Product 785,18,20,17,11,9,6,6,3,9,-1,19,13,9
Store 22,Product 499,2,4,5,5,4,4,3,3,3,3,3,3,3
Store 22,Product 453,11,8,12,12,8,2,10,9,9,5,1,-1,5
Store 22,Product 452,3,3,3,3,4,5,5,4,4,4,0,0,0
Store 22,Product 506,2,3,3,3,2,2,3,3,2,3,1,3,3
Store 22,Product 488,2,2,2,2,2,2,3,3,3,3,1,7,7
Store 22,Product 587,10,7,7,2,6,5,4,1,4,2,-2,6,10
Store 22,Product 821,19,18,13,7,7,3,7,4,6,10,10,18,12
Store 22,Product 860,19,9,8,10,8,16,32,30,22,44,100,92,76
Store 22,Product 622,2,3,2,2,2,2,2,2,2,2,2,2,2
Store 22,Product 519,3,6,3,5,4,8,6,6,5,9,7,7,11
Store 22,Product 547,2,2,2,2,2,2,2,2,2,5,3,3,3
Store 22,Product 533,2,2,1,2,2,3,2,2,2,0,6,8,2
Store 22,Product 540,2,0,1,3,2,2,1,3,0,10,8,8,6
Store 22,Product 857,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 22,Product 698,2,2,2,2,2,1,2,2,0,5,7,3,-1
Store 22,Product 158,2,2,2,1,1,2,1,1,2,2,2,2,2
Store 22,Product 289,0,8,6,16,14,3,3,20,18,15,21,29,9
Store 22,Product 589,5,4,4,2,5,5,5,1,6,4,-2,10,8
Store 22,Product 285,4,3,2,0,1,6,6,6,5,1,1,1,-1
Store 22,Product 248,7,4,4,6,4,7,6,6,3,13,5,9,15
Store 22,Product 244,6,5,4,7,3,6,3,2,6,4,6,2,-2
Store 22,Product 255,10,8,13,9,6,0,6,11,22,21,21,13,3
Store 22,Product 252,5,7,9,7,5,2,6,12,16,22,26,20,18
Store 22,Product 256,7,7,6,6,3,1,7,7,1,11,5,3,1
Store 22,Product 306,6,3,6,9,7,5,2,8,16,14,12,20,14
Store 22,Product 210,11,9,6,6,2,6,6,4,7,3,7,-1,3
Store 22,Product 280,7,7,6,4,3,7,5,4,1,-1,-1,31,27
Store 22,Product 249,3,7,3,6,3,6,5,4,3,7,7,9,3
Store 22,Product 228,11,8,7,6,7,1,3,8,7,11,7,3,1
Store 22,Product 208,9,7,7,2,0,0,6,4,0,6,12,0,8
Store 22,Product 225,2,1,0,0,0,5,3,9,0,19,13,7,13
Store 22,Product 216,4,1,4,2,2,0,3,1,4,10,0,16,14
Store 22,Product 497,9,10,9,7,10,5,11,9,10,10,10,10,12
Store 22,Product 641,4,3,3,3,3,1,2,1,3,3,1,-1,1
Store 22,Product 483,10,9,6,5,10,8,3,6,4,14,8,8,2
Store 22,Product 565,5,5,5,3,3,3,3,3,3,1,1,1,1
Store 22,Product 261,7,0,8,3,8,6,5,6,5,13,13,11,7
Store 22,Product 665,1,3,3,3,3,3,2,2,1,3,3,1,3
Store 22,Product 536,2,2,0,4,2,1,2,1,3,3,-3,1,-1
Store 22,Product 631,6,8,8,7,7,6,2,3,2,14,14,14,6
Store 22,Product 440,11,8,5,7,5,12,17,15,8,8,10,6,4
Store 22,Product 873,4,5,2,5,6,4,2,1,8,4,4,2,2
Store 22,Product 838,2,8,7,4,6,3,5,2,6,6,4,0,-2
Store 22,Product 639,9,9,8,8,4,4,5,4,3,3,13,11,7
Store 22,Product 438,3,2,1,3,3,3,3,2,2,-2,-2,2,2
Store 22,Product 428,2,2,2,2,2,2,2,2,2,2,2,6,2
Store 22,Product 273,1,6,9,9,8,7,1,13,12,8,0,0,-2
Store 22,Product 501,7,6,5,5,3,8,8,5,7,7,7,3,5
Store 22,Product 591,6,18,12,9,6,14,11,9,2,26,24,12,24
Store 22,Product 323,9,2,5,0,11,9,0,6,4,2,2,2,2
Store 22,Product 212,13,8,13,10,8,-1,12,10,8,19,13,9,5
Store 22,Product 214,8,8,6,5,4,3,3,3,3,5,5,3,5
Store 22,Product 444,30,27,26,31,38,25,28,33,36,40,32,14,4
Store 22,Product 713,17,23,10,10,14,7,10,10,0,24,36,42,32
Store 22,Product 729,21,14,20,18,13,7,10,11,9,18,18,20,14
Store 22,Product 720,15,13,9,9,10,7,5,5,3,28,42,22,14
Store 22,Product 570,26,22,13,13,4,21,18,22,23,23,-3,-3,15
Store 22,Product 577,11,10,10,6,4,3,8,5,8,0,2,8,0
Store 22,Product 548,14,14,15,9,8,8,6,6,6,6,10,8,2
Store 22,Product 595,33,21,11,20,21,14,11,16,10,28,32,32,18
Store 22,Product 640,16,11,8,8,7,8,7,5,6,9,17,11,7
Store 22,Product 236,2,2,2,0,1,2,2,2,2,2,2,2,2
Store 22,Product 605,7,12,11,7,15,15,13,13,11,12,8,0,-4
Store 22,Product 559,8,6,2,4,3,7,4,4,4,4,4,22,18
Store 22,Product 545,15,16,13,10,8,7,6,4,6,4,0,4,2
Store 22,Product 542,15,21,11,22,13,19,11,11,11,9,13,5,11
Store 22,Product 637,4,2,1,4,1,7,6,5,5,5,5,5,5
Store 22,Product 659,10,8,6,2,10,9,7,4,3,8,8,10,10
Store 22,Product 697,3,0,4,5,3,6,7,6,3,7,9,9,7
Store 22,Product 743,3,1,4,4,3,6,12,9,1,4,20,16,16
Store 22,Product 21,3,2,6,5,3,2,2,2,2,3,3,3,3
Store 22,Product 678,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 22,Product 484,39,34,56,47,61,50,48,45,43,41,27,21,11
Store 22,Product 495,0,0,0,0,7,8,7,8,7,9,11,11,11
Store 22,Product 551,5,2,2,2,1,4,3,3,3,3,3,3,3
Store 22,Product 586,17,15,10,8,17,15,13,13,11,6,2,10,32
Store 22,Product 604,5,5,5,5,5,5,5,5,5,3,3,-1,-1
Store 22,Product 825,1,1,1,1,1,1,1,0,0,0,0,0,0
Store 22,Product 727,5,5,3,2,2,2,2,3,0,9,11,11,11
Store 22,Product 611,16,11,14,12,19,14,15,16,20,33,43,49,33
Store 22,Product 294,9,8,8,7,7,5,5,5,4,0,0,0,8
Store 22,Product 246,3,3,1,6,6,6,6,4,4,3,1,-3,7
Store 22,Product 150,6,4,3,2,1,5,5,5,5,5,5,3,1
Store 22,Product 146,5,4,1,2,1,4,4,3,2,-2,2,2,2
Store 22,Product 414,8,6,3,7,7,6,1,3,2,4,2,4,0
Store 22,Product 593,10,10,8,8,5,4,4,7,8,-2,2,6,0
Store 22,Product 625,8,6,8,9,10,5,7,5,8,1,11,5,9
Store 22,Product 610,7,5,6,8,3,2,5,3,7,3,1,-1,3
Store 22,Product 493,4,4,4,6,1,7,6,6,6,2,6,4,2
Store 22,Product 478,17,15,11,8,17,13,9,19,18,12,4,4,2
Store 22,Product 479,8,13,6,11,12,10,10,8,10,4,6,22,8
Store 22,Product 627,18,9,14,14,9,6,8,8,0,0,0,20,16
Store 22,Product 544,11,8,7,4,3,0,0,0,0,-2,2,6,12
Store 22,Product 553,8,8,2,9,6,4,4,5,3,8,4,8,8
Store 22,Product 532,3,7,14,12,12,11,5,3,4,4,2,6,6
Store 22,Product 498,13,18,18,14,23,21,18,18,15,19,13,7,23
Store 22,Product 597,6,5,4,4,2,2,1,2,2,-2,-2,-2,8
Store 22,Product 579,12,10,2,7,5,10,10,5,4,0,16,8,-2
Store 22,Product 609,10,10,8,3,8,6,3,3,7,5,1,-5,3
Store 22,Product 265,6,6,11,11,16,16,10,13,9,12,16,24,10
Store 22,Product 360,6,12,4,4,9,2,8,8,7,7,7,7,7
Store 22,Product 537,4,3,5,5,5,4,3,0,3,3,1,1,-1
Store 22,Product 477,6,6,3,2,3,3,2,2,2,0,6,6,4
Store 22,Product 435,15,8,17,14,11,7,5,5,1,7,7,9,5
Store 22,Product 468,28,23,21,20,40,34,35,32,28,24,16,12,-2
Store 22,Product 563,17,8,10,9,11,9,12,16,11,11,1,11,-1
Store 22,Product 562,13,6,15,7,17,13,11,4,5,23,25,25,21
Store 22,Product 786,8,8,8,9,0,6,18,16,22,16,28,28,28
Store 22,Product 684,13,8,16,12,7,6,3,7,3,-3,-3,-3,-3
Store 22,Product 671,13,13,11,20,20,19,15,15,14,14,8,8,8
Store 22,Product 653,2,3,3,0,3,2,3,0,4,2,12,6,4
Store 22,Product 174,14,12,10,8,8,7,7,7,6,6,2,-4,2
Store 22,Product 932,3,3,3,3,3,3,1,0,0,0,0,0,0
Store 22,Product 573,6,6,5,5,6,6,4,4,6,6,0,4,0
Store 22,Product 447,2,2,2,2,1,1,2,2,1,2,2,2,2
Store 22,Product 633,3,3,2,1,4,3,3,2,1,4,2,0,0
Store 22,Product 24,6,6,6,3,4,4,1,3,2,5,5,7,5
Store 22,Product 67,5,3,4,8,6,5,4,3,3,3,1,1,3
Store 22,Product 475,2,5,3,2,2,2,2,8,8,8,8,2,2
Store 22,Product 481,3,4,3,2,1,1,2,3,3,1,1,1,1
Store 22,Product 778,3,3,3,3,3,3,2,1,3,7,7,7,5
Store 22,Product 237,20,9,7,2,0,0,0,15,7,40,26,40,30
Store 22,Product 963,16,13,11,9,7,6,5,10,10,8,8,4,0
Store 22,Product 695,5,3,1,5,4,6,5,5,2,2,4,12,10
Store 22,Product 245,5,9,8,6,5,3,1,7,5,-2,8,2,-4
Store 22,Product 450,2,3,2,3,3,3,3,3,3,3,3,7,7
Store 22,Product 736,5,11,8,6,4,6,4,6,6,10,16,14,6
Store 22,Product 535,2,4,12,10,0,6,6,2,3,7,7,7,7
Store 22,Product 177,2,2,1,3,2,2,2,2,2,2,2,2,2
Store 22,Product 502,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 22,Product 413,3,3,2,3,2,1,2,2,2,2,2,14,14
Store 22,Product 321,15,9,5,4,6,2,6,6,6,5,5,5,1
Store 22,Product 227,11,9,7,7,4,3,9,11,9,16,12,4,2
Store 22,Product 437,2,2,2,2,2,2,2,2,2,2,2,-2,0
Store 22,Product 467,3,3,3,3,5,5,5,5,5,5,5,5,5
Store 22,Product 295,12,8,5,9,3,4,3,1,7,5,3,-3,-3
Store 22,Product 239,8,8,6,2,5,1,1,10,8,1,7,-3,5
Store 22,Product 310,7,6,6,6,6,3,3,3,8,8,8,8,4
Store 22,Product 433,34,38,30,40,37,35,29,38,43,32,44,30,10
Store 22,Product 235,6,5,4,6,3,3,6,5,3,8,8,14,16
Store 22,Product 740,11,7,12,3,5,7,5,4,4,14,18,16,12
Store 22,Product 258,16,16,42,47,47,45,37,83,66,51,69,57,37
Store 22,Product 229,12,0,28,32,32,30,30,40,34,39,39,29,47
Store 22,Product 221,14,8,16,14,9,6,9,10,4,12,6,0,16
Store 22,Product 343,11,11,13,13,6,7,4,7,7,6,6,4,0
Store 22,Product 629,6,6,5,5,4,4,4,3,2,0,10,10,8
Store 22,Product 429,4,6,5,7,5,9,6,5,4,3,9,7,3
Store 22,Product 541,44,30,69,61,49,45,39,39,41,38,34,6,38
Store 22,Product 410,12,12,19,14,8,8,7,7,7,7,-7,-1,-7
Store 22,Product 251,21,22,22,21,21,21,19,17,17,15,13,7,7
Store 22,Product 763,29,23,15,23,8,6,28,14,35,34,34,50,44
Store 22,Product 436,5,4,4,4,4,4,2,2,2,2,0,2,2
Store 22,Product 552,1,1,4,4,4,4,3,3,3,1,1,1,-1
Store 22,Product 564,4,2,5,4,3,2,4,4,3,7,5,1,5
Store 22,Product 606,3,3,3,0,1,7,6,6,6,6,6,6,0
Store 22,Product 358,9,8,7,3,7,11,10,9,9,9,5,5,5
Store 22,Product 421,4,3,6,6,7,6,5,5,4,4,4,6,2
Store 22,Product 276,6,10,8,10,8,5,9,5,7,7,5,1,7
Store 22,Product 234,7,6,5,7,6,5,2,6,5,-1,7,7,5
Store 22,Product 219,6,6,5,4,5,8,4,5,6,6,0,4,2
Store 22,Product 509,27,27,27,26,22,20,20,20,19,17,13,9,9
Store 22,Product 361,5,5,10,8,5,4,4,4,4,4,4,4,4
Store 22,Product 269,6,1,0,5,0,1,7,5,3,10,10,8,8
Store 22,Product 726,8,8,5,7,7,5,5,3,3,6,6,2,4
Store 22,Product 694,6,5,4,8,7,5,4,4,3,3,3,3,3
Store 22,Product 500,9,8,10,10,10,10,9,9,8,9,9,9,9
Store 22,Product 423,22,25,21,18,24,22,25,26,23,18,4,0,-6
Store 22,Product 442,49,53,57,48,67,56,48,49,42,58,46,22,2
Store 22,Product 432,24,26,22,19,21,22,23,19,24,20,32,14,20
Store 22,Product 667,14,7,14,10,9,5,13,11,11,7,3,7,5
Store 22,Product 224,6,6,10,9,8,7,2,12,11,9,15,1,5
Store 22,Product 272,4,7,6,5,5,4,2,13,10,-3,13,13,9
Store 22,Product 307,19,16,18,21,16,12,11,11,11,11,11,11,11
Store 22,Product 298,10,10,4,7,7,7,7,7,7,7,7,7,19
Store 22,Product 416,9,8,8,6,7,6,3,7,5,6,-2,2,6
Store 22,Product 482,3,5,8,6,6,3,5,3,15,14,10,10,8
Store 22,Product 487,13,13,12,9,11,8,10,10,10,10,10,10,10
Store 22,Product 612,5,2,4,2,0,6,3,1,0,10,4,12,12
Store 22,Product 613,6,5,3,5,4,3,2,2,6,4,2,6,6
Store 22,Product 750,12,19,14,15,13,11,6,8,12,20,12,28,26
Store 22,Product 959,41,39,39,39,39,39,59,58,46,33,37,31,21
Store 22,Product 226,6,8,4,7,7,7,7,3,5,3,1,3,11
Store 22,Product 716,3,0,2,5,0,6,5,3,7,4,-6,8,2
Store 22,Product 705,7,18,11,9,12,4,11,10,4,12,10,10,4
Store 22,Product 308,6,1,4,12,10,6,4,3,2,12,12,12,12
Store 22,Product 250,8,7,7,3,2,7,4,4,2,16,22,18,12
Store 22,Product 299,10,10,10,9,5,2,2,8,8,8,8,4,4
Store 22,Product 293,14,12,12,12,18,12,0,6,6,4,0,-2,-2
Store 22,Product 324,8,10,19,14,19,14,8,5,8,2,-2,2,-6
Store 22,Product 557,1,7,0,11,10,6,2,8,3,19,17,15,3
Store 22,Product 607,7,7,5,4,6,3,6,4,4,2,8,8,8
Store 22,Product 645,11,6,14,13,12,9,7,5,10,10,4,-2,16
Store 22,Product 581,7,10,6,8,7,4,6,10,8,4,-4,0,8
Store 22,Product 572,3,2,5,5,2,4,3,3,2,5,9,7,3
Store 22,Product 422,4,2,2,4,5,5,3,4,4,4,6,8,6
Store 22,Product 584,2,11,8,6,3,13,12,9,7,2,12,6,22
Store 22,Product 660,10,10,10,7,7,3,5,5,4,4,0,2,2
Store 22,Product 675,4,4,2,3,3,3,3,3,3,3,3,3,1
Store 22,Product 474,2,4,0,7,4,7,6,5,7,11,9,9,1
Store 22,Product 661,5,5,9,7,6,5,3,2,2,0,12,10,8
Store 22,Product 222,4,4,2,4,2,5,0,4,0,10,6,2,4
Store 22,Product 215,6,5,4,2,5,5,4,3,3,1,5,5,3
Store 22,Product 476,10,7,12,11,14,10,8,10,10,12,8,12,6
Store 22,Product 147,0,0,1,0,0,0,0,0,1,1,1,1,1
Store 22,Product 145,6,4,4,4,0,2,2,2,2,2,0,-2,2
Store 22,Product 266,9,9,8,7,6,5,2,4,3,3,3,3,3
Store 22,Product 326,13,12,6,3,-2,0,0,16,12,7,13,19,23
Store 22,Product 448,3,2,3,1,2,3,2,1,4,0,0,0,0
Store 22,Product 263,3,2,7,5,3,3,2,2,7,7,-5,5,1
Store 22,Product 232,6,4,4,2,2,-1,3,3,1,2,-2,8,4
Store 22,Product 561,21,13,13,18,9,19,13,12,7,32,24,10,20
Store 22,Product 691,15,14,11,8,0,4,20,19,22,16,26,30,26
Store 22,Product 692,14,11,9,7,4,4,4,4,1,7,15,15,13
Store 22,Product 576,14,14,11,9,7,6,7,7,7,7,7,7,7
Store 22,Product 302,18,19,20,22,23,15,12,11,10,10,8,6,2
Store 22,Product 257,20,16,15,11,9,6,22,19,12,8,8,6,-2
Store 22,Product 449,1,2,1,0,2,4,2,1,1,-1,5,11,11
Store 22,Product 426,6,5,6,7,7,5,7,5,5,5,3,3,-1
Store 22,Product 460,17,15,13,13,15,18,13,13,20,12,8,12,2
Store 22,Product 439,37,31,25,27,16,14,11,10,7,34,26,2,14
Store 22,Product 600,20,17,12,26,20,14,29,24,19,7,39,35,25
Store 22,Product 354,12,9,7,5,5,5,4,4,4,4,4,4,4
Store 22,Product 529,6,0,3,3,3,5,5,4,0,0,8,4,10
Store 22,Product 466,2,3,4,4,3,4,3,5,5,3,1,3,3
Store 22,Product 708,4,10,9,8,14,4,8,3,11,-6,6,2,0
Store 22,Product 782,0,6,9,10,2,3,4,4,7,5,-1,9,5
Store 22,Product 712,1,5,7,7,10,7,3,1,4,0,-2,-2,-4
Store 22,Product 721,8,15,7,12,11,12,8,6,2,6,4,10,-2
Store 22,Product 745,5,3,7,8,2,3,4,5,7,2,10,2,4
Store 22,Product 774,0,13,20,17,20,13,7,6,4,29,31,27,21
Store 22,Product 931,11,7,4,4,0,0,2,0,0,18,16,14,8
Store 22,Product 972,1,1,1,1,1,1,8,8,5,13,11,11,7
Store 22,Product 958,10,6,5,1,1,1,9,6,1,23,23,21,15
Store 22,Product 268,8,7,9,8,7,6,6,6,12,11,11,9,9
Store 22,Product 270,6,6,12,12,9,9,3,14,12,-1,15,3,7
Store 22,Product 243,10,4,6,12,7,6,2,35,21,75,61,61,41
Store 22,Product 264,6,5,7,7,4,3,3,31,22,38,36,34,14
Store 22,Product 254,9,8,13,17,10,10,11,16,12,5,5,3,-1
Store 22,Product 287,4,1,8,14,11,5,8,6,4,4,4,4,10
Store 22,Product 247,10,9,17,24,24,17,10,15,13,4,4,4,2
Store 22,Product 335,14,13,9,6,4,3,1,7,7,7,7,7,7
Store 22,Product 602,11,10,10,10,11,8,5,4,6,2,0,8,4
Store 22,Product 434,3,3,3,3,3,1,3,3,4,4,2,10,10
Store 22,Product 336,3,2,2,1,7,7,6,5,5,5,3,1,1
Store 22,Product 418,3,2,0,0,0,0,0,0,0,16,14,14,14
Store 22,Product 569,18,17,19,14,12,10,14,17,14,22,8,6,14
Store 22,Product 470,15,12,10,12,15,14,11,9,7,4,8,4,0
Store 22,Product 4,5,7,6,8,7,6,3,4,1,9,5,1,9
Store 22,Product 7,2,2,2,3,3,2,1,2,2,2,2,2,2
Store 22,Product 5,7,16,13,7,4,0,5,4,1,8,0,0,24
Store 22,Product 29,4,5,4,4,2,3,3,2,4,3,1,3,11
Store 22,Product 458,4,4,3,3,3,1,0,2,4,2,2,2,2
Store 22,Product 455,3,4,3,5,4,4,4,3,3,3,3,3,9
Store 22,Product 496,1,4,4,4,3,3,3,2,1,3,3,3,3
Store 22,Product 420,4,3,2,5,4,1,2,3,3,3,3,1,1
Store 22,Product 773,36,27,18,15,11,5,7,11,11,6,4,18,14
Store 22,Product 630,8,15,11,12,7,5,7,7,4,8,14,14,6
Store 22,Product 615,10,10,9,15,16,15,12,15,12,12,10,4,8
Store 22,Product 950,10,4,3,1,0,0,7,2,0,38,36,30,16
Store 22,Product 18,2,2,1,1,2,2,2,2,2,2,2,2,2
Store 22,Product 457,35,32,24,26,50,39,35,28,20,10,30,12,18
Store 22,Product 462,4,3,4,3,5,5,4,3,6,6,6,4,8
Store 22,Product 872,7,11,6,8,3,7,10,9,7,10,8,8,4
Store 22,Product 867,10,22,25,31,36,24,15,4,4,66,62,56,50
Store 22,Product 711,10,12,12,8,5,1,1,4,2,12,6,12,10
Store 22,Product 861,1,1,1,1,1,1,1,1,1,1,1,1,1
Store 22,Product 832,5,8,5,4,4,4,1,3,8,4,4,0,-2
Store 22,Product 574,6,6,6,5,5,5,2,2,1,1,-1,1,3
Store 22,Product 516,5,5,5,4,4,4,4,4,4,4,4,10,8
Store 22,Product 349,16,12,10,6,7,15,12,6,10,18,2,18,16
Store 22,Product 327,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 22,Product 787,8,5,3,5,4,0,2,5,3,1,15,11,-1
Store 22,Product 845,4,6,3,2,2,6,3,3,7,2,-6,0,6
Store 22,Product 355,12,11,11,11,9,9,7,7,4,4,2,2,2
Store 22,Product 213,2,2,2,1,1,0,5,2,3,-1,15,7,1
Store 22,Product 217,6,4,4,2,2,4,3,5,0,11,9,1,7
Store 22,Product 491,4,3,7,4,3,7,5,4,3,13,9,5,5
Store 22,Product 167,3,3,3,2,1,1,1,2,2,3,1,1,1
Store 22,Product 144,17,18,13,11,9,7,7,6,6,4,0,0,0
Store 22,Product 155,9,8,7,2,0,4,4,4,4,4,4,4,2
Store 22,Product 172,6,1,9,7,4,2,2,0,6,0,-6,6,6
Store 22,Product 160,9,11,6,7,10,13,10,9,7,7,3,3,3
Store 22,Product 142,1,0,0,3,2,0,0,2,2,1,-1,-1,3
Store 22,Product 148,5,3,0,2,0,1,0,1,1,1,1,1,-1
Store 22,Product 170,7,0,3,5,2,2,2,2,2,2,2,0,10
Store 22,Product 178,2,2,4,3,2,1,1,1,0,-1,3,3,3
Store 22,Product 850,15,14,12,11,8,5,5,4,9,3,3,-1,-1
Store 22,Product 700,4,4,4,2,4,2,2,2,1,3,1,-1,1
Store 22,Product 739,5,5,5,3,3,2,2,2,3,5,1,3,1
Store 22,Product 696,14,12,10,12,13,7,5,5,3,4,8,10,10
Store 22,Product 703,18,11,10,8,5,14,16,10,11,10,54,34,58
Store 22,Product 911,19,19,16,6,18,15,17,13,17,20,18,14,16
Store 22,Product 556,21,18,14,13,13,13,5,15,12,6,0,8,-4
Store 22,Product 534,5,7,5,7,7,4,1,4,3,3,3,-3,5
Store 22,Product 530,9,9,8,6,5,5,3,2,3,10,12,6,6
Store 22,Product 568,2,5,6,6,6,4,1,2,2,0,4,0,4
Store 22,Product 560,2,2,2,2,1,2,2,2,2,2,2,0,2
Store 22,Product 582,4,4,4,4,4,4,4,3,3,2,0,2,2
